City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Bagdogra,26.7,88.32,64.94,57,0,4.7,IN,1608128020
Pinega,64.7,43.39,16.9,97,100,4.54,RU,1608128020
Luocheng,29.38,104.03,42.44,85,93,4.74,CN,1608128020
Morondava,-20.28,44.28,87.21,64,1,12.28,MG,1608128021
Snezhnogorsk,69.19,33.25,24.8,92,75,15.1,RU,1608128021
Palmer,42.16,-72.33,19.99,56,1,5.82,US,1608127765
Korla,41.76,86.15,21.45,84,96,2.8,CN,1608128021
São João da Barra,-21.64,-41.05,87.8,55,0,6.93,BR,1608128022
Biu,10.61,12.19,91.08,14,77,8.66,NG,1608128022
Morro Bay,35.37,-120.85,46.0,60,1,4.7,US,1608128022
Tuatapere,-46.13,167.68,48.0,98,100,5.99,NZ,1608128022
Mergen,49.18,125.22,-6.34,86,0,5.88,CN,1608128023
Ascension,30.22,-90.9,48.2,87,90,12.75,US,1608128023
Moose Factory,51.26,-80.61,-13.0,75,90,5.82,CA,1608128023
Monrovia,6.3,-10.8,84.2,79,75,5.82,LR,1608128024
Khipro,25.83,69.38,62.62,27,0,11.05,PK,1608128024
Khovd,48.01,91.64,0.14,87,3,1.41,MN,1608128024
Southbridge,42.08,-72.03,19.0,28,100,4.92,US,1608128024
Tepusteca,15.42,-86.32,77.0,83,20,2.24,HN,1608128025
Palauig,15.44,119.9,80.17,71,20,7.0,PH,1608128025
Naze,28.37,129.48,57.2,76,75,14.99,JP,1608128025
Marmande,44.5,0.17,55.99,96,0,7.0,FR,1608128026
Oyama,36.3,139.8,42.01,73,20,2.24,JP,1608128026
Ancud,-41.87,-73.82,61.0,62,20,12.75,CL,1608127782
Kovūr,14.48,79.98,77.41,80,100,11.32,IN,1608128026
Mazagão,-0.12,-51.29,75.2,100,90,6.93,BR,1608128027
Mariental,-24.63,17.97,100.4,11,68,3.36,NA,1608128027
Carnarvon,-24.87,113.63,73.4,83,0,26.4,AU,1608128027
Las Cruces,32.31,-106.78,27.0,63,1,4.0,US,1608128027
Sinnamary,5.38,-52.95,84.69,68,5,7.92,GF,1608128027
Libertador General San Martín,-23.81,-64.79,86.0,59,72,3.65,AR,1608128028
Macaúbas,-13.02,-42.7,86.41,41,31,4.27,BR,1608128028
Narrabri,-30.32,149.78,69.8,94,40,9.17,AU,1608128028
Olavarría,-36.89,-60.32,73.0,46,0,4.0,AR,1608128028
Pombia,45.65,8.63,48.2,87,75,5.82,IT,1608128029
Belyy Gorodok,56.97,37.51,27.66,98,100,7.83,RU,1608128029
Trat,12.5,102.5,76.5,82,0,4.85,TH,1608128029
Marataizes,-21.04,-40.82,81.09,75,78,10.02,BR,1608128029
Kochki,54.34,80.48,4.62,94,99,11.39,RU,1608128030
‘Ewa Beach,21.32,-158.01,73.4,78,1,13.82,US,1608128030
Øksfjord,70.24,22.35,30.2,58,75,5.82,NO,1608128030
Verkhnyaya Inta,65.98,60.31,14.54,94,100,19.98,RU,1608128030
Disna,55.57,28.2,32.45,97,100,13.06,BY,1608128031
Port Blair,11.67,92.75,81.39,81,100,9.64,IN,1608128031
Meulaboh,4.14,96.13,77.54,85,100,0.63,ID,1608128005
Hillsborough,37.57,-122.38,50.0,87,20,3.36,US,1608128031
Manokwari,-0.87,134.08,81.68,76,100,4.21,ID,1608128032
Port Lincoln,-34.73,135.87,59.65,79,92,14.5,AU,1608128032
Tursunzoda,38.51,68.23,35.6,51,0,11.18,TJ,1608128032
Belmonte,-15.86,-38.88,80.6,65,20,10.29,BR,1608128033
Padang,-0.95,100.35,75.88,83,100,2.64,ID,1608128033
Sémbé,1.65,14.58,85.17,60,98,1.92,CG,1608128033
Tsabong,-26.02,22.4,85.24,33,95,5.46,BW,1608128033
Bandarbeyla,9.49,50.81,76.15,71,0,23.17,SO,1608128034
La Ronge,55.1,-105.28,6.8,77,100,4.7,CA,1608128034
Viedma,-40.81,-63.0,72.0,31,0,7.0,AR,1608127826
Morón,-34.65,-58.62,77.0,38,0,11.41,AR,1608128034
Grand-Lahou,5.14,-5.02,83.55,72,94,8.61,CI,1608128035
Quelimane,-17.88,36.89,89.01,62,75,12.75,MZ,1608128035
Esperance,-33.87,121.9,55.4,87,40,12.75,AU,1608128035
Sakakah,29.97,40.21,66.2,32,0,4.7,SA,1608128036
San Borja,-14.82,-66.85,85.55,64,59,5.32,BO,1608128036
Bariloche,-41.15,-71.31,55.4,35,0,8.05,AR,1608127809
Kuna,43.49,-116.42,32.0,100,100,3.78,US,1608128036
Lyuban',52.8,28.0,33.96,93,100,9.57,BY,1608128037
Ulladulla,-35.35,150.47,70.0,100,90,5.82,AU,1608128037
Wilmington,34.23,-77.94,51.8,93,90,11.41,US,1608128037
Kieta,-6.22,155.63,80.91,81,98,6.22,PG,1608128037
Ilhabela,-23.78,-45.36,80.69,73,24,3.33,BR,1608128038
Saint-Pierre,-21.34,55.48,80.6,78,20,21.92,RE,1608128038
Wamba,8.93,8.6,97.47,12,86,5.46,NG,1608128038
Rio Grande,-32.03,-52.1,78.8,69,75,16.11,BR,1608128038
Santa Fe,-31.63,-60.7,75.99,58,0,3.0,AR,1608128039
Hickory,35.73,-81.34,34.0,98,90,4.7,US,1608128039
Garissa,-0.45,39.64,92.17,32,95,5.55,KE,1608128040
Alyangula,-13.85,136.42,78.8,100,40,7.25,AU,1608128040
Najrān,17.49,44.13,78.8,20,0,6.93,SA,1608128040
Kourou,5.16,-52.65,84.2,79,75,4.7,GF,1608128041
Vestmannaeyjar,63.44,-20.27,42.8,75,20,16.11,IS,1608128041
Abancay,-13.63,-72.88,39.2,44,20,9.17,PE,1608128041
Verāval,20.9,70.37,75.6,41,0,8.72,IN,1608128042
Sioux Lookout,50.1,-91.92,12.2,85,90,5.82,CA,1608128042
Tarrafal,15.28,-23.77,78.8,57,75,19.46,CV,1608128043
Kununurra,-15.77,128.73,84.2,70,100,9.66,AU,1608128043
Buraidah,26.33,43.98,77.0,53,75,5.82,SA,1608127836
Kondoa,-4.9,35.78,79.92,46,68,5.17,TZ,1608128044
Ghanzi,-21.57,21.78,91.71,27,7,15.39,BW,1608128044
Byron Bay,-28.65,153.62,73.4,88,75,5.82,AU,1608128044
Jalu,29.03,21.55,65.95,51,58,8.79,LY,1608128044
Kimbe,-5.55,150.14,78.76,83,100,1.45,PG,1608128044
Boca do Acre,-8.75,-67.4,76.51,85,100,1.45,BR,1608128045
San Buenaventura,27.08,-101.53,45.0,36,0,4.0,MX,1608128045
Makakilo City,21.35,-158.09,73.4,78,1,13.49,US,1608127892
Port Shepstone,-30.74,30.45,72.97,74,40,9.44,ZA,1608128046
Marsh Harbour,26.54,-77.06,76.51,76,22,10.89,BS,1608128046
Kairana,29.4,77.2,53.91,40,0,7.65,IN,1608127928
Aasiaat,68.71,-52.87,12.29,87,0,3.8,GL,1608128047
Río Abajo,14.17,-87.22,62.6,88,75,2.48,HN,1608128047
Botevgrad,42.9,23.78,42.01,86,90,2.24,BG,1608128047
Raymond Terrace,-32.75,151.75,73.99,83,10,8.05,AU,1608128047
Copiapó,-27.37,-70.33,59.0,93,90,5.82,CL,1608127929
Liuzhou,24.31,109.39,43.81,61,96,12.86,CN,1608128048
Tecpan,14.76,-90.99,63.0,82,20,1.21,GT,1608128048
Yumen,40.28,97.2,12.45,85,63,8.97,CN,1608128049
Sosnovo-Ozerskoye,52.52,111.54,-2.78,92,99,12.17,RU,1608128049
Quesnel,53.0,-122.5,30.2,86,90,2.24,CA,1608128049
Osoyoos,49.03,-119.45,35.6,80,100,4.7,CA,1608128049
Hukuntsi,-24.0,21.75,93.06,20,62,15.68,BW,1608128050
Dekar,-21.53,21.93,90.77,28,5,14.25,BW,1608128050
Heinola,61.21,26.04,32.0,97,90,9.17,FI,1608127963
Erenhot,43.65,111.98,5.13,88,0,11.88,CN,1608128051
Phan Thiet,10.93,108.1,76.86,81,100,10.56,VN,1608128051
Krasnogvardeyets,52.68,52.36,23.52,97,100,6.31,RU,1608128051
Qaqortoq,60.72,-46.03,39.2,35,75,46.08,GL,1608128051
Wete,-5.06,39.73,83.08,70,89,11.32,TZ,1608128052
Sītāmarhi,26.6,85.48,67.3,41,0,7.49,IN,1608128052
Teguise,29.06,-13.56,71.6,46,20,12.75,ES,1608128052
Szczecinek,53.71,16.7,43.0,97,33,1.59,PL,1608128052
Nome,64.5,-165.41,19.4,85,98,13.87,US,1608128053
Frontera,26.93,-101.45,45.0,36,0,4.0,MX,1608128053
Angoche,-16.23,39.91,86.36,63,21,14.92,MZ,1608128053
Guerrero Negro,27.98,-114.06,47.41,53,0,0.6,MX,1608128054
Muravlenko,63.79,74.52,-5.39,92,97,10.07,RU,1608128054
Wuwei,37.93,102.64,16.39,87,100,1.43,CN,1608128054
Zhangye,38.93,100.45,16.07,88,100,2.44,CN,1608128054
Merauke,-8.47,140.33,80.02,83,87,8.08,ID,1608128055
Fomboni,-12.28,43.74,82.92,68,98,6.58,KM,1608128055
Bodden Town,19.28,-81.25,82.4,78,20,5.82,KY,1608128056
Tiznit Province,29.58,-9.5,59.59,78,93,6.78,MA,1608128040
Kuçovë,40.8,19.92,58.75,68,96,2.93,AL,1608128056
Chifeng,42.27,118.96,2.43,84,0,6.22,CN,1608128056
Seshcha,53.74,33.34,30.0,98,100,9.28,RU,1608128057
Inuvik,68.35,-133.72,-23.8,67,100,8.05,CA,1608127763
Jumla,29.27,82.18,32.94,78,0,5.55,NP,1608128057
Manjacaze,-24.71,33.88,80.85,70,100,15.21,MZ,1608128057
Zhaotong,27.32,103.72,32.16,95,93,6.73,CN,1608128058
Jashpurnagar,22.9,84.15,64.53,78,46,6.13,IN,1608128058
Hay River,60.82,-115.8,-20.2,68,100,4.7,CA,1608128058
Miraflores,19.22,-98.81,53.6,66,20,5.82,MX,1608128059
Barstow,34.9,-117.02,33.8,40,1,10.29,US,1608128059
Bam,29.11,58.36,55.22,36,0,4.21,IR,1608128059
Odienné,9.51,-7.57,94.57,29,38,4.09,CI,1608128060
Champerico,14.3,-91.92,71.6,100,20,3.87,GT,1608128060
Igarka,67.47,86.58,-7.04,90,100,13.18,RU,1608128060
Bad Doberan,54.11,11.9,45.0,93,75,2.24,DE,1608128061
Nouadhibou,20.93,-17.03,75.2,53,0,24.16,MR,1608128061
Borba,-4.39,-59.59,89.85,53,73,2.21,BR,1608128061
Kyzyl-Suu,42.34,78.01,19.02,80,43,6.08,KG,1608128061
Boende,-0.22,20.87,94.44,38,73,3.29,CD,1608128061
Kutoarjo,-7.72,109.91,77.41,86,78,1.36,ID,1608128062
San Quintín,30.48,-115.95,53.91,40,0,1.79,MX,1608128062
College,64.86,-147.8,8.6,46,90,11.41,US,1608128062
Khujand,40.29,69.63,32.0,76,0,6.71,TJ,1608128063
Homer,59.64,-151.55,35.6,86,20,3.36,US,1608128063
Cabra,37.47,-4.44,61.0,59,100,1.99,ES,1608128063
Skegness,53.14,0.34,50.0,84,100,20.0,GB,1608128063
Grivenskaya,45.65,38.18,35.82,83,35,7.65,RU,1608128064
Vardø,70.37,31.11,23.0,67,75,19.46,NO,1608128064
Mandalgovi,45.76,106.27,6.1,87,0,11.25,MN,1608128064
Wanaka,-44.7,169.15,59.0,67,86,1.01,NZ,1608128064
Ugoofaaru,5.67,73.0,82.54,70,100,8.48,MV,1608128065
Gambēla,8.25,34.58,100.26,13,0,3.44,ET,1608128065
Puerto del Rosario,28.5,-13.86,71.6,53,75,12.75,ES,1608128066
Nantong,32.03,120.87,36.0,59,0,7.94,CN,1608128066
San Patricio,28.02,-97.52,42.8,58,1,9.17,US,1608128066
Presidencia Roque Sáenz Peña,-26.79,-60.44,80.01,74,98,11.01,AR,1608128067
Bako,5.78,36.57,80.2,34,1,0.69,ET,1608128067
Rize,40.9,40.89,33.85,100,100,4.9,TR,1608128067
Ankang,32.68,109.02,40.41,62,94,2.93,CN,1608128067
Filingué,14.35,3.32,96.35,10,1,10.76,NE,1608128068
Carandaí,-20.95,-43.81,82.4,48,0,3.36,BR,1608128068
Freeport,40.66,-73.58,30.2,46,1,16.11,US,1608128068
Caranavi,-15.82,-67.55,74.08,81,100,2.17,BO,1608128068
Krasnosel'kup,65.7,82.47,-6.0,91,100,14.92,RU,1608128069
San Carlos,9.66,-68.58,84.45,62,74,1.32,VE,1608128069
Biak,-0.91,122.88,79.21,79,100,3.91,ID,1608128069
Borogontsy,62.67,131.17,-42.84,79,100,1.97,RU,1608127917
Henties Bay,-22.12,14.28,64.0,83,6,5.01,NA,1608128070
Chingirlau,51.09,54.08,23.04,95,100,13.0,KZ,1608128070
Pestravka,52.41,49.96,21.87,97,100,7.92,RU,1608128070
Ketchikan,55.34,-131.65,42.8,87,90,12.75,US,1608128070
Porlamar,10.96,-63.85,80.6,83,51,10.29,VE,1608128070
Tingi,-11.3,35.03,75.36,76,99,4.63,TZ,1608128071
