City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Sandakan,5.84,118.12,78.8,88,20,2.24,MY,1608217792
Windhoek,-22.56,17.08,87.8,15,61,9.17,NA,1608217792
Carthage,36.86,10.33,64.4,63,40,8.05,TN,1608217793
Partsa,54.37,42.86,30.29,99,100,9.69,RU,1608217793
Pilar,-9.6,-35.96,86,62,75,16.11,BR,1608217793
Carauari,-4.88,-66.9,89.98,54,8,4.81,BR,1608217793
Adrar,20.5,-10.07,81.48,17,0,12.5,MR,1608217540
Batagay,67.63,134.63,-35.23,80,100,0.51,RU,1608217794
Vao,-22.67,167.48,75.31,73,1,15.59,NC,1608217497
Touros,-5.2,-35.46,89.6,59,75,14.99,BR,1608217248
Clarence Town,-32.58,151.78,73.99,94,0,2.68,AU,1608217795
Dergachi,51.23,48.77,16.77,96,100,7.29,RU,1608217795
Aswān,24.09,32.91,69.64,34,0,10.63,EG,1608217795
Iquitos,-3.75,-73.25,77,94,90,3.36,PE,1608217796
Chute-aux-Outardes,49.12,-68.4,3.2,65,1,9.17,CA,1608217796
Paracuru,-3.41,-39.03,82.99,75,70,21.99,BR,1608217796
Kuusamo,65.97,29.18,3.2,91,0,4.7,FI,1608217523
Gornopravdinsk,60.05,69.9,13.15,96,100,7.27,RU,1608217797
Nanortalik,60.14,-45.24,31.66,91,100,4.97,GL,1608217587
Lokachi,50.74,24.65,33.51,93,100,5.97,UA,1608217798
Coyhaique,-45.58,-72.07,60.8,48,20,12.75,CL,1608217538
Hvide Sande,56.0,8.13,46,100,75,9.17,DK,1608217798
Hailar,49.2,119.7,-6.86,88,51,8.59,CN,1608217798
Sainte-Thècle,46.82,-72.5,6.8,64,100,11.41,CA,1608217799
Ndélé,8.41,20.65,95.74,13,0,7.76,CF,1608217799
Kiunga,-6.12,141.29,77.09,81,98,1.14,PG,1608217799
Kuragino,53.9,92.67,23.92,95,100,12.06,RU,1608217799
Cervo,43.67,-7.41,57,79,93,5.01,ES,1608217800
Pisco,-13.7,-76.22,71.6,73,0,5.82,PE,1608217548
Mareeba,-17.0,145.43,79,78,100,3.36,AU,1608217800
Laguna,38.42,-121.42,48.99,93,75,6.93,US,1608217489
Avera,33.19,-82.53,41,76,90,8.05,US,1608217458
Borovskoy,53.8,64.15,14.68,97,94,11.14,KZ,1608217801
Jaqué,7.52,-78.17,83.23,71,11,2.84,PA,1608217801
Half Moon Bay,37.46,-122.43,53.6,100,75,6.93,US,1608217519
Lexington,37.99,-84.48,32,86,90,5.82,US,1608217803
Chernyshevskiy,63.01,112.47,-17.95,90,100,2.95,RU,1608217804
Larap,14.3,122.65,77.92,87,72,13.87,PH,1608217804
Mēga,4.05,38.3,73.63,22,48,8.93,ET,1608217804
Hofn,64.25,-15.21,42.8,70,75,17.22,IS,1608217544
Benjamín Hill,30.17,-111.1,50.85,41,0,2.8,MX,1608217805
Samarai,-10.62,150.67,81.28,68,100,3.2,PG,1608217805
Inta,66.03,60.17,2.08,93,28,10.6,RU,1608217805
Tapes,-30.67,-51.4,79.27,71,34,6.71,BR,1608217805
Alexandria,31.22,29.96,65.12,68,8,8.93,EG,1608217789
Ibadan,7.39,3.9,91.4,49,40,8.05,NG,1608217806
Pangnirtung,66.15,-65.71,3.2,77,90,2.24,CA,1608217467
Talnakh,69.49,88.4,-2.2,84,75,26.84,RU,1608217522
Kununurra,-15.77,128.73,80.6,94,40,4.7,AU,1608217807
Price,39.6,-110.81,19.4,85,90,1.36,US,1608217807
Udachny,66.42,112.4,-29.2,66,0,2.24,RU,1608217807
Kumul,42.8,93.45,16.02,74,32,0.2,CN,1608217596
Saint-Augustin,51.23,-58.65,24.78,95,100,11.63,CA,1608217490
Horodnya,51.89,31.6,32.14,98,94,3.89,UA,1608217808
Craig,40.52,-107.55,8.6,83,75,5.53,US,1608217670
Vilhena,-12.74,-60.15,82.4,74,20,5.82,BR,1608217582
Pinega,64.7,43.39,11.68,96,84,7.49,RU,1608217808
Cham,47.18,8.46,48,75,75,0.72,CH,1608217809
Bundaberg,-24.85,152.35,77,94,75,5.82,AU,1608217809
Alihe,50.57,123.72,-3.98,82,98,6.51,CN,1608217809
Blythe,33.61,-114.6,39.2,41,1,3.36,US,1608217655
Zheleznodorozhnyy,55.75,38.0,35.6,93,75,8.95,RU,1608217810
Morganton,35.75,-81.68,45,100,90,1.28,US,1608217709
Boa Vista,2.82,-60.67,86,58,75,6.93,BR,1608217417
Krasnyy Yar,46.53,48.35,32,84,75,4.47,RU,1608217810
Talara,-4.58,-81.27,73.4,73,75,18.34,PE,1608217811
Wanxian,30.8,108.39,46.27,55,80,0.89,CN,1608217811
Svay Rieng,11.09,105.8,78.13,72,100,10.04,KH,1608217811
Bilibino,68.05,166.44,-8.32,86,27,8.21,RU,1608217457
Santa Cruz,30.42,-9.6,69.8,40,20,5.82,MA,1608217812
Lorengau,-2.02,147.27,83.16,74,100,5.68,PG,1608217595
Severobaykal'sk,55.65,109.32,-3.89,84,63,3.89,RU,1608217812
Pontian Kecil,1.48,103.39,80.01,88,20,3.36,MY,1608217812
Ayr,55.46,-4.63,48.2,81,75,9.17,GB,1608217760
Le Vauclin,14.55,-60.84,84.2,79,75,14.99,MQ,1608217813
Vostok,46.49,135.88,-12.41,91,76,5.44,RU,1608217564
Atyrau,47.12,51.88,30.2,74,40,6.71,KZ,1608217470
Flin Flon,54.77,-101.86,-9.4,83,40,3.36,CA,1608217814
Narrabri,-30.32,149.78,75.2,73,0,6.93,AU,1608217814
Minoh,34.83,135.47,37,86,25,1.01,JP,1608217546
Shakawe,-18.37,21.85,81.14,59,100,11.52,BW,1608217815
Ambulu,-8.35,113.61,77.31,87,99,2.77,ID,1608217815
Guerrero Negro,27.98,-114.06,51.4,48,0,1.39,MX,1608217462
Berezovyy,51.67,135.7,-3.24,83,100,1.1,RU,1608217816
Grand Gaube,-20.01,57.66,79,80,38,7.0,MU,1608217525
Barra do Garças,-15.89,-52.26,93.2,46,0,2.24,BR,1608217630
Burnie,-41.07,145.92,55.99,83,61,14.0,AU,1608217816
Rincon,32.3,-81.24,46,87,90,9.17,US,1608217673
Ostashkov,57.15,33.11,34.57,91,99,8.52,RU,1608217817
Caravelas,-17.71,-39.25,85.41,50,0,9.53,BR,1608217506
Roald,62.58,6.13,48.2,66,75,8.05,NO,1608217511
Hay River,60.82,-115.8,-20.2,75,100,6.93,CA,1608217205
Guiratinga,-16.35,-53.76,91.89,42,83,5.86,BR,1608217818
Umluj,25.02,37.27,73.42,52,0,15.41,SA,1608217818
Kavaratti,10.57,72.64,82.99,70,5,6.67,IN,1608217818
Praia,14.92,-23.51,78.8,61,75,25.28,CV,1608217819
Juli,-16.22,-69.45,51.31,61,36,9.93,PE,1608217819
Tekeli,44.83,78.82,13.68,67,0,8.28,KZ,1608217819
Swan River,52.11,-101.27,10.4,92,83,8.05,CA,1608217819
Harlingen,26.19,-97.7,51.01,86,1,6.93,US,1608217820
Bairnsdale,-37.83,147.62,66.99,97,36,1.01,AU,1608217820
Kiknur,57.3,47.2,24.69,98,99,11.36,RU,1608217820
Launceston,-41.45,147.17,60.01,87,90,12.75,AU,1608217820
Kūd,33.08,75.28,29.97,78,0,7.63,IN,1608217821
Simpang,-1.27,104.08,77.94,89,100,2.37,ID,1608217821
Sumoto,34.35,134.9,44.6,65,40,17.22,JP,1608217821
Phuket,8.0,98.25,84.99,94,40,2.24,TH,1608217635
Chiredzi,-21.05,31.67,78.46,78,63,10.49,ZW,1608217822
Acapulco de Juárez,16.86,-99.89,73.4,78,5,6.93,MX,1608217744
Takoradze,4.88,-1.76,82.6,77,78,10.13,GH,1608217822
Nambucca Heads,-30.65,153.0,73.4,83,57,11.41,AU,1608217822
Viranşehir,37.24,39.76,51.42,64,0,5.48,TR,1608217823
Contamana,-7.33,-75.02,81.18,76,99,2.15,PE,1608217823
Voh,-20.97,164.7,72.75,78,98,4.61,NC,1608217823
Prudentópolis,-25.21,-50.98,77.14,71,54,4.74,BR,1608217787
Beloha,-25.17,45.05,85.69,48,100,10.18,MG,1608217636
Shaoyang,27.23,111.45,38.89,74,100,2.86,CN,1608217824
Zhangaözen,43.3,52.8,36.16,73,95,7.36,KZ,1608217824
Lieksa,63.32,30.02,18.7,95,0,7.45,FI,1608217824
Waipawa,-41.41,175.52,57.2,87,89,1.12,NZ,1608217825
Olinda,-8.01,-34.86,84.2,62,40,10.29,BR,1608217804
Hobbs,32.7,-103.14,19.4,52,5,9.17,US,1608217825
Pullman,46.73,-117.18,39.2,86,75,5.82,US,1608217810
Sisimiut,66.94,-53.67,17.33,86,99,5.32,GL,1608217586
Sola,-13.88,167.55,81.3,76,4,10.45,VU,1608217493
Ixtapa,20.7,-105.2,66.99,100,20,5.82,MX,1608217826
Namikupa,-10.83,39.6,78.49,79,95,4.74,TZ,1608217826
Senanga,-16.12,23.27,77.68,76,100,5.68,ZM,1608217827
Farafangana,-22.82,47.83,79.74,82,2,12.68,MG,1608217827
Visby,57.64,18.3,44.01,87,75,11.41,SE,1608217827
Wonthaggi,-38.6,145.59,62.01,86,98,14.5,AU,1608217828
Bida,9.08,6.02,99.86,13,97,1.83,NG,1608217828
Nuuk,64.18,-51.72,26.01,79,40,3.36,GL,1608217565
Iwanai,42.97,140.51,23.45,93,100,13.98,JP,1608217828
Tukan,53.84,57.46,17.22,97,100,6.35,RU,1608217828
Celldömölk,47.26,17.15,37.4,93,90,2.24,HU,1608217829
Berlevåg,70.86,29.09,17.6,78,0,4.7,NO,1608217536
Pacific Grove,36.62,-121.92,54,100,90,11.41,US,1608217829
Necochea,-38.55,-58.74,91,19,2,17.31,AR,1608217830
Gachsaran,30.36,50.8,55.4,76,90,8.1,IR,1608217830
Lar,26.2,83.97,58.15,36,0,8.14,IN,1608217830
La Ronge,55.1,-105.28,1.4,84,90,5.82,CA,1608217526
Sunbury,-37.58,144.73,60.01,82,75,13.87,AU,1608217664
Hamilton,39.18,-84.53,32,95,90,3.36,US,1608217831
Ankara,39.92,32.85,48.2,57,40,2.24,TR,1608217831
Níjar,36.97,-2.21,62.6,72,75,4.7,ES,1608217831
Araouane,18.9,-3.53,87.26,13,77,5.44,ML,1608217831
Erzin,36.96,36.2,64,56,0,2.24,TR,1608217832
Baillif,16.02,-61.75,84.2,74,90,10.29,GP,1608217832
Kez,57.9,53.72,19.08,97,100,11.23,RU,1608217832
Bitung,1.45,125.18,75.2,94,40,2.24,ID,1608217833
San Andrés,12.58,-81.7,84.2,74,20,13.87,CO,1608217833
Aykhal,66.0,111.5,-29.2,66,0,2.24,RU,1608217833
Makakilo City,21.35,-158.09,75,100,1,6.93,US,1608217572
